Label,Discription,Price,Currency,Location,Catagory,Image
ԱՐՄՆՈՒՌԻԿԻ ձեռագործ աշխատանքներից ներկայացված բարձրորակ ԱՊԱԿԵ ԹԵՅԻ ԲԱԺԱԿԻ ՎՐԱ կոդ 024,Dishes and Kitchenware  Tableware,19500,AMD,Shengavit,3,https://s.list.am/r/154/70106154.webp
Կարտոֆիլ եւ բանջարեղեն տապակելու բռնակ խառնիչ,Dishes and Kitchenware  Tableware,500,AMD,Shengavit,3,https://s.list.am/r/048/55963048.webp
Ռոկոկո վազաներ,Dishes and Kitchenware  Tableware,20000,AMD,Arabkir,3,https://s.list.am/r/435/70119435.webp
ԱՐՄՆՈՒՌԻԿԻ ձեռագործ աշխատանքներից ներկայացված սուրճի բաժակի վրա տատի պապի Արցախ ԱՐՄՆՈՒՌԻԿ ARMNURIK կոդ 025,Dishes and Kitchenware  Tableware,9300,AMD,Shengavit,3,https://s.list.am/r/166/70106166.webp
Ժամ ժամացույց նկարներ դնելու հնարավորություն,Interior Items  Interior Decoration,1000,AMD,Shengavit,3,https://s.list.am/r/944/55742944.webp
Երկհարկանի մահճակալներ,Furniture  Bedroom Furniture,80000,AMD,Argel,3,https://s.list.am/r/297/70892297.webp
Табуретка сапожная Տաբուրետկա կոշկակարի,Furniture  Tables and Chairs,5000,AMD,Avan,3,https://s.list.am/r/104/67448104.webp
Տարայի հանիչ ձեր պահածոները հեշտ հանելու գործիք,Dishes and Kitchenware  Tableware,500,AMD,Shengavit,3,https://s.list.am/r/155/55963155.webp
Чайный Cервис,Dishes and Kitchenware  Tableware,500000,AMD,Erebuni,3,https://s.list.am/r/818/68707818.webp
Դեսերտի ափսեներ,Dishes and Kitchenware  Tableware,4000,AMD,Arabkir,3,https://s.list.am/r/831/64966831.webp
Վառարանի ամաններ,Dishes and Kitchenware  Cooking and Baking,2000,AMD,Arabkir,3,https://s.list.am/r/235/64969235.webp
Կարմիր Ռոկոկո վազ,Dishes and Kitchenware  Tableware,15000,AMD,Arabkir,3,https://s.list.am/r/327/61640327.webp
Կոնյակ (Հուշանվեր-Сувенир-Souvenir),Dishes and Kitchenware  Tableware,10000,AMD,Kentron,3,https://s.list.am/r/779/56031779.webp
Կոնֆետի վազեր,Dishes and Kitchenware  Tableware,2000,AMD,Shengavit,3,https://s.list.am/r/024/58233024.webp
Հիանալի նվեր Փափուկ ձեռագործ բրենդային խաղալիք,Christmas and New Year  Christmas Decorations,7500,AMD,Kentron,3,https://s.list.am/r/068/67238068.webp
Լիմոններով եվ թռչյուններով մոմակալ,Interior Items  Interior Decoration,40000,AMD,Arabkir,3,https://s.list.am/r/284/61640284.webp
Стол Աշխատանքային գրասեղան կոդ 009 100x50x75 110x60x75 սեղան առկա է մի քանի հատ միանման компьютерный стол,Furniture  Tables and Chairs,21000,AMD,Kentron,3,https://s.list.am/r/104/68226104.webp
Ֆարֆորից վազ  Ռոկոկո,Dishes and Kitchenware  Tableware,45000,AMD,Arabkir,3,https://s.list.am/r/952/61928952.webp
Համակարգչային գրասեղան չափս 110 * 60 * 75 նաև այլ տեսակներ վենգե փայտային կոդ 010 стол рабочих столов,Furniture  Tables and Chairs,19500,AMD,Kentron,3,https://s.list.am/r/117/67206117.webp
Ֆարֆորից վազա  Ռոկոկո,Dishes and Kitchenware  Tableware,55000,AMD,Arabkir,3,https://s.list.am/r/896/61928896.webp
Стол белый новинка на рынке  подходит для логистики и другой работы 150x70x75 code 001 սեղան գրասեղան,Furniture  Tables and Chairs,22000,AMD,Erebuni,3,https://s.list.am/r/044/66198044.webp
Սուրճի սսեղան չափս 45x60x45 կոդ 003 кофейный столик новый,Furniture  Tables and Chairs,18500,AMD,Erebuni,3,https://s.list.am/r/833/66280833.webp
Գավաթ-կուբոկ սվարովսկի,Interior Items  Interior Decoration,300000,AMD,Arabkir,3,https://s.list.am/r/685/61282685.webp
Նորաոճ և տարբեր ոճերի պոլկաներ դեկորատիվ և նորաոճ стильная полька կոդ 004,Furniture  Cabinets and Storage,7500,AMD,Erebuni,3,https://s.list.am/r/911/67078911.webp
Լոֆթ ոճի ծաղիկների համար նախատեսված դարակաշար,Interior Items  Interior Decoration,40000,AMD,Kentron,3,https://s.list.am/r/228/70892228.webp
Ֆրանսիական անտիկ լամպ,Interior Items  Lighting,100000,AMD,Arabkir,3,https://s.list.am/r/388/61282388.webp
Բրոնզյա անտիկ ժամացույց,Interior Items  Interior Decoration,150000,AMD,Arabkir,3,https://s.list.am/r/927/61281927.webp
Անտիկ բրոնզյա ժամացույց,Interior Items  Interior Decoration,200000,AMD,Arabkir,3,https://s.list.am/r/998/61281998.webp
Արձան կառք` ռումինական,Interior Items  Interior Decoration,50000,AMD,Arabkir,3,https://s.list.am/r/916/61281916.webp
Առյուծ արձաններ-արձանիկներ ֆարֆորից,Interior Items  Interior Decoration,30000,AMD,Arabkir,3,https://s.list.am/r/373/61134373.webp
Վազաներ Ռոկոկո  Vase Rokoko,Dishes and Kitchenware  Tableware,55000,AMD,Arabkir,3,https://s.list.am/r/333/61167333.webp
Ծաղիկ սվարովսկի,Interior Items  Interior Decoration,250000,AMD,Arabkir,3,https://s.list.am/r/720/61282720.webp
Շատ գեղեցիկ վարագույր,Interior Items  Rugs and Textiles,30000,AMD,Arabkir,3,https://s.list.am/r/736/69666736.webp
Բրոնզյա Ջահ իր երկու բռաներով,Interior Items  Lighting,150000,AMD,Arabkir,3,https://s.list.am/r/061/61432061.webp
Սուրճի սեղան` քարե,Furniture  Tables and Chairs,150000,AMD,Arabkir,3,https://s.list.am/r/125/61432125.webp
Խոլ բազմոց բազկաթոռ,Furniture  Sofas and Armchairs,230000,AMD,Davitashen,3,https://s.list.am/r/398/62991398.webp
Անտիկ բրոնզե ջահ` 24 մոմ,Interior Items  Lighting,400000,AMD,Arabkir,3,https://s.list.am/r/099/61432099.webp
Բոհեմյան ծաղկաման,Interior Items  Interior Decoration,15000,AMD,Arabkir,3,https://s.list.am/r/330/70188330.webp
Ճաշասեղան` մեծ,Furniture  Tables and Chairs,100000,AMD,Arabkir,3,https://s.list.am/r/198/61432198.webp
ԺավԵլի սպիրտ,Household Goods  Household Chemicals,38000,AMD,Nor Nork,3,https://s.list.am/r/681/60023681.webp
Ննջասենյակի զգեստապահարան,Furniture  Cabinets and Storage,150000,AMD,Arabkir,3,https://s.list.am/r/953/64889953.webp
Գերմանական մարմարյա սուրճի սեղան,Furniture  Tables and Chairs,250000,AMD,Arabkir,3,https://s.list.am/r/319/64890319.webp
160 տարվա անտիկ հայելի,Interior Items  Interior Decoration,2000,USD,Arabkir,3,https://s.list.am/r/388/63013388.webp
Գորգ  ковёр,Interior Items  Rugs and Textiles,15000,AMD,Charentsavan,3,https://s.list.am/r/527/65628527.webp
Թեյի Մադոննա սերվիս Գերմանական,Dishes and Kitchenware  Tableware,130000,AMD,Arabkir,3,https://s.list.am/r/192/62885192.webp
Զգեստապահարան  гардероб,Furniture  Cabinets and Storage,90000,AMD,Kentron,3,https://s.list.am/r/078/67773078.webp
Թեյի Ռումինական սերվիս,Dishes and Kitchenware  Tableware,90000,AMD,Arabkir,3,https://s.list.am/r/255/62885255.webp
Սպասքի Ֆրանսիական սերվիս,Dishes and Kitchenware  Tableware,80000,AMD,Arabkir,3,https://s.list.am/r/300/62885300.webp
Համակարգիչի սեղան,Furniture  Everything Else,15000,AMD,Kentron,3,https://s.list.am/r/822/59960822.webp
Գերմանական Ambiente zwiesel ֆիրմայի վազ-մրգաման,Dishes and Kitchenware  Tableware,10000,AMD,Arabkir,3,https://s.list.am/r/523/62951523.webp
Կոմոդ հայելիով  պահարան,Furniture  Cabinets and Storage,65000,AMD,Zovuni,3,https://s.list.am/r/017/65992017.webp
Ֆայտոն շամպայնի մատուցման համար,Dishes and Kitchenware  Tableware,15000,AMD,Arabkir,3,https://s.list.am/r/350/62951350.webp
Գերմանական Մադոննա ափսեներ մեծ,Dishes and Kitchenware  Tableware,5000,AMD,Arabkir,3,https://s.list.am/r/243/62951243.webp
4 room apartment on Tamanyan street 121 sq.m. 2 bathrooms high ceilings major renovation,4 rm. 121 sq.m. 5/5 floor,500000,USD,Kentron,4,https://s.list.am/g/297/65242297.webp
3 room apartment Komitas Avenue 94 sq.m. major renovation stone building,3 rm. 94 sq.m. 6/6 floor,190000,USD,Arabkir,4,https://s.list.am/g/664/64944664.webp
4 room apartment in a new building on Belyakov street 183 sq.m. 2 bathrooms high ceilings,4 rm. 183 sq.m. 4/9 floor,550000,USD,Kentron,4,https://s.list.am/g/395/64795395.webp
3 room apartment in a new building on Orbeli Brothers street 84 sq.m. high ceilings 11/15 floor,3 rm. 84 sq.m. 11/15 floor,230000,USD,Arabkir,4,https://s.list.am/g/885/64794885.webp
4 room apartment in a new building Marshal Baghramyan avenue 120 sq.m. 2 bathrooms high ceilings,4 rm. 120 sq.m. 13/16 floor,320000,USD,Kentron,4,https://s.list.am/g/921/64965921.webp
4 room apartment on Hanrapetutyun street 107 sq.m. high ceilings second to last floor,4 rm. 107 sq.m. 3/4 floor,350000,USD,Kentron,4,https://s.list.am/g/407/65734407.webp
2 room apartment on Moskovyan street 48 sq.m. high ceilings 2/6 floor major renovation,2 rm. 48 sq.m. 2/6 floor,250000,USD,Kentron,4,https://s.list.am/g/684/68040684.webp
2 room apartment Pushkin Street 40 sq.m. second to last floor major renovation,2 rm. 40 sq.m. 9/10 floor,145000,USD,Kentron,4,https://s.list.am/g/843/68039843.webp
Spacious 4 room apartment in a new building on Byron street 209 sq.m. 3+ bathrooms high ceilings,4 rm. 209 sq.m. 5/8 floor,1000000,USD,Kentron,4,https://s.list.am/g/448/63194448.webp
2 room apartment on Paronyan street 72 sq.m. 9/14 floor major renovation,2 rm. 72 sq.m. 9/14 floor,59500000,AMD,Kentron,4,https://s.list.am/g/767/58164767.webp
Spacious 5 room apartment in a new building on Teryan street 262 sq.m. 3+ bathrooms high ceilings,5 rm. 262 sq.m. 6/18 floor,1250000,USD,Kentron,4,https://s.list.am/g/546/63128546.webp
4 room apartment in a new building Վերին Անտառային փողոց 145 sq.m. 2 bathrooms high ceilings,4 rm. 145 sq.m. 1/6 floor,173000000,AMD,Kentron,4,https://s.list.am/g/560/63308560.webp
3 room apartment Mesrop Mashtots Avenue 93 sq.m. high ceilings 2/4 floor partial renovation,3 rm. 93 sq.m. 2/4 floor,250000,USD,Kentron,4,https://s.list.am/g/155/63744155.webp
3 room apartment in a new building on Verin Antarayin street 92 sq.m. high ceilings 3/9 floor,3 rm. 92 sq.m. 3/9 floor,270000,USD,Kentron,4,https://s.list.am/g/099/63059099.webp
4 room apartment on Agayan street 90 sq.m. 2 bathrooms 4/16 floor partial renovation,4 rm. 90 sq.m. 4/16 floor,235000,USD,Kentron,4,https://s.list.am/g/020/63770020.webp
4 room apartment in a new building on Byron street 160 sq.m. 2 bathrooms high ceilings,4 rm. 160 sq.m. 6/6 floor,600000,USD,Kentron,4,https://s.list.am/g/676/63765676.webp
3 room apartment Mesrop Mashtots Avenue 87 sq.m. high ceilings 3/5 floor euro renovation,3 rm. 87 sq.m. 3/5 floor,235000,USD,Kentron,4,https://s.list.am/g/620/31237620.webp
3 room apartment in a new building on Leo street 150 sq.m. 3+ bathrooms high ceilings 5/15 floor,3 rm. 150 sq.m. 5/15 floor,585000,USD,Kentron,4,https://s.list.am/g/439/68660439.webp
3 room apartment Amiryan Street 70 sq.m. 11/16 floor major renovation,3 rm. 70 sq.m. 11/16 floor,182000,USD,Kentron,4,https://s.list.am/g/424/63765424.webp
2 room apartment in a new building Pavstos Buzand Street 56 sq.m. high ceilings 5/17 floor,2 rm. 56 sq.m. 5/17 floor,330000,USD,Kentron,4,https://s.list.am/g/552/68627552.webp
4 room apartment in a new building Northern Avenue 142 sq.m. 2 bathrooms high ceilings,4 rm. 142 sq.m. 17/22 floor,920000,USD,Kentron,4,https://s.list.am/g/823/68626823.webp
3 room apartment on Vahram Papazyan street 79 sq.m. second to last floor cosmetic renovation,3 rm. 79 sq.m. 4/5 floor,127000,USD,Arabkir,4,https://s.list.am/g/832/69534832.webp
3 room apartment in a new building Aram Street 105 sq.m. 2 bathrooms high ceilings 8/15 floor,3 rm. 105 sq.m. 8/15 floor,460000,USD,Kentron,4,https://s.list.am/g/607/69266607.webp
3 room apartment on Zoravar Andranik street 75 sq.m. 2 bathrooms 3/9 floor partial renovation,3 rm. 75 sq.m. 3/9 floor,90000,USD,Malatia-Sebastia,4,https://s.list.am/g/427/70782427.webp
3 room apartment in a new building Vardanants Street 92 sq.m. 2 bathrooms high ceilings,3 rm. 92 sq.m. 15/23 floor,330000,USD,Kentron,4,https://s.list.am/g/944/66843944.webp
3 room apartment in a new building Aram Street 143 sq.m. 2 bathrooms high ceilings 4/13 floor,3 rm. 143 sq.m. 4/13 floor,900000,USD,Kentron,4,https://s.list.am/g/532/69266532.webp
3 room apartment on Zoravar Andranik street 65 sq.m. multiple balconies 10/14 floor,3 rm. 65 sq.m. 10/14 floor,93000,USD,Malatia-Sebastia,4,https://s.list.am/g/407/68879407.webp
5 room apartment in a new building on Yeznik Koghbatsi street 236 sq.m. 2 bathrooms high ceilings,5 rm. 236 sq.m. 6/6 floor,750000,USD,Kentron,4,https://s.list.am/g/130/69266130.webp
2 room apartment on Agayan street 75 sq.m. high ceilings cosmetic renovation stone building,2 rm. 75 sq.m. 4/4 floor,220000,USD,Kentron,4,https://s.list.am/g/678/69645678.webp
3 room apartment on Tumanyan street 70 sq.m. high ceilings stone building,3 rm. 70 sq.m. 6/6 floor,150000,USD,Kentron,4,https://s.list.am/g/320/64416320.webp
1 room apartment on Yervand Kochar street 45 sq.m.,1 rm. 45 sq.m. 10/10 floor,105000,USD,Kentron,4,https://s.list.am/g/690/66912690.webp
4 room apartment on Zakian street 100 sq.m. high ceilings major renovation stone building,4 rm. 100 sq.m. 4/4 floor,290000,USD,Kentron,4,https://s.list.am/g/697/63765697.webp
5 room apartment Sayat Nova avenue 120 sq.m. 2 bathrooms 4/9 floor major renovation,5 rm. 120 sq.m. 4/9 floor,306000,USD,Kentron,4,https://s.list.am/g/554/67359554.webp
2 room apartment on Arno Babajanian street 65 sq.m. second to last floor euro renovation,2 rm. 65 sq.m. 8/9 floor,73000,USD,Malatia-Sebastia,4,https://s.list.am/g/484/49980484.webp
3 room apartment Մեսրոպ Մաշտոցի պողոտա 84 sq.m. second to last floor major renovation,3 rm. 84 sq.m. 4/5 floor,185000,USD,Kentron,4,https://s.list.am/g/882/70652882.webp
3 room apartment in a new building on Mamikonyants street 80 sq.m. high ceilings 11/20 floor,3 rm. 80 sq.m. 11/20 floor,254000,USD,Arabkir,4,https://s.list.am/g/638/70647638.webp
3 room apartment on Teryan street 78 sq.m. high ceilings stone building,3 rm. 78 sq.m. 4/4 floor,210000,USD,Kentron,4,https://s.list.am/g/147/67612147.webp
4 room apartment Sayat Nova avenue 110 sq.m. 2 bathrooms high ceilings 2/4 floor,4 rm. 110 sq.m. 2/4 floor,275000,USD,Kentron,4,https://s.list.am/g/635/68445635.webp
2 room apartment on Leningradyan street 51 sq.m. designer renovation,2 rm. 51 sq.m. 9/9 floor,80000,USD,Ajapnyak,4,https://s.list.am/g/465/61101465.webp
3 room apartment on Zoravar Andranik street 75 sq.m. 2 bathrooms 7/9 floor partial renovation,3 rm. 75 sq.m. 7/9 floor,75000,USD,Malatia-Sebastia,4,https://s.list.am/g/217/56015217.webp
4 room apartment in a new building Mesrop Mashtots Avenue 154 sq.m. 2 bathrooms,4 rm. 154 sq.m. 13/17 floor,485000,USD,Kentron,4,https://s.list.am/g/254/68319254.webp
3 room apartment on Zoravar Andranik street 67 sq.m. 2 bathrooms 2/14 floor partial renovation,3 rm. 67 sq.m. 2/14 floor,75000,USD,Malatia-Sebastia,4,https://s.list.am/g/706/68708706.webp
3 room apartment on Marshal Khudyakov street 65 sq.m. 2 bathrooms 9/12 floor designer renovation,3 rm. 65 sq.m. 9/12 floor,100000,USD,Avan,4,https://s.list.am/g/951/68732951.webp
3 room apartment on Raffi street 83 sq.m. 2 bathrooms 8/14 floor major renovation,3 rm. 83 sq.m. 8/14 floor,130000,USD,Malatia-Sebastia,4,https://s.list.am/g/721/69121721.webp
3 room apartment on Zoravar Andranik street 75 sq.m. 2 bathrooms 1/9 floor euro renovation,3 rm. 75 sq.m. 1/9 floor,95000,USD,Malatia-Sebastia,4,https://s.list.am/g/604/61406604.webp
3 room apartment on Aghbyur Serob street 72 sq.m. 2 bathrooms 3/9 floor cosmetic renovation,3 rm. 72 sq.m. 3/9 floor,120000,USD,Arabkir,4,https://s.list.am/g/747/49744747.webp
4 room apartment on Koryun street 108 sq.m. 2 bathrooms second to last floor partial renovation,4 rm. 108 sq.m. 4/5 floor,190000,USD,Kentron,4,https://s.list.am/g/742/56786742.webp
